MATCH_EVENT_ID,TEAM_NAME,GAME_SEASON,DATE_OF_GAME,IS_KNOCKOUT_MATCH,HOME_OR_AWAY,LAT_LONG,LOCATION_X,LOCATION_Y,SHOT_DISTANCE,AREA_OF_SHOT,RANGE_OF_SHOT,SHOT_TYPE,SHOT_POWER,SHOT_BASICS,REMAINING_MINUTES,REMAINING_SECONDS,TOTAL_SECONDS_REMAINING,IS_GOAL
549.0,Manchester United,1997-98,1998-01-04,0,MANU vs. PHI,"42.982923, -71.446094",31.0,276.0,47,Center(C),24+ ft.,shot - 36,4,Penalty Spot,0,19,19,1
560.0,Manchester United,1997-98,1998-01-04,0,MANU vs. PHI,"42.982923, -71.446094",-94.0,246.0,46,Left Side Center(LC),24+ ft.,shot - 13,4,Penalty Spot,0,0,0,0
316.0,Manchester United,1997-98,1998-01-06,0,MANU @ VAN,"49.250068, -123.114646",76.0,46.0,28,Right Side(R),8-16 ft.,shot - 14,3,Goal Line,4,28,268,0
327.0,Manchester United,1997-98,1998-01-06,0,Unknown,"49.250068, -123.114646",143.0,25.0,34,Right Side(R),8-16 ft.,shot - 3,3,Mid Range,3,55,235,0
348.0,Manchester United,1997-98,1998-01-06,0,MANU @ VAN,"49.250068, -123.114646",171.0,194.0,45,Right Side Center(RC),24+ ft.,shot - 3,3,Penalty Spot,2,29,149,1
373.0,Manchester United,1997-98,1998-01-06,0,MANU @ VAN,"49.250068, -123.114646",1.0,-1.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,11,23,683,1
407.0,Manchester United,1997-98,1998-01-06,0,MANU @ VAN,"49.250068, -123.114646",-141.0,126.0,38,Left Side Center(LC),Unknown,shot - 3,4,Mid Range,7,1,421,1
484.0,Unknown,1997-98,1998-01-06,0,MANU @ VAN,"49.250068, -123.114646",55.0,147.0,35,Center(C),8-16 ft.,shot - 3,4,Mid Range,1,24,84,0
325.0,Manchester United,1997-98,1998-01-07,0,MANU vs. MIL,"42.982923, -71.446094",33.0,63.0,27,Center(C),Less Than 8 ft.,shot - 37,3,Goal Line,6,25,385,1
371.0,Manchester United,1997-98,1998-01-07,0,MANU vs. MIL,"42.982923, -71.446094",-18.0,91.0,29,Center(C),8-16 ft.,shot - 0,3,Goal Line,1,48,108,1
392.0,Manchester United,1997-98,1998-01-07,0,MANU vs. MIL,"42.982923, -71.446094",-14.0,368.0,56,Unknown,24+ ft.,shot - 3,3,Penalty Spot,0,0,0,0
401.0,Manchester United,1997-98,1998-01-07,0,Unknown,"42.982923, -71.446094",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 4,4,Goal Area,11,20,680,1
,Manchester United,1997-98,1998-01-07,0,MANU vs. MIL,"42.982923, -71.446094",-53.0,8.0,25,Center(C),Less Than 8 ft.,shot - 4,4,Goal Line,9,14,554,0
61.0,Manchester United,1997-98,1998-01-09,0,MANU @ LAC,"34.189593, -118.471724",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,6,14,374,1
277.0,Manchester United,1997-98,1998-01-09,0,MANU @ LAC,"34.189593, -118.471724",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,0,46,46,0
90.0,Manchester United,1997-98,1998-01-11,0,MANU vs. CHH,"42.982923, -71.446094",104.0,18.0,30,Right Side(R),8-16 ft.,shot - 3,1,Mid Range,1,18,78,0
92.0,Manchester United,1997-98,1998-01-11,0,MANU vs. CHH,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 12,1,Goal Area,1,3,63,1
341.0,Manchester United,1997-98,1998-01-11,0,MANU vs. CHH,"42.982923, -71.446094",113.0,12.0,31,Right Side(R),8-16 ft.,shot - 36,3,Mid Range,0,50,50,0
369.0,Manchester United,1997-98,1998-01-11,0,MANU vs. CHH,"42.982923, -71.446094",-149.0,212.0,45,Left Side Center(LC),24+ ft.,shot - 34,4,Penalty Spot,9,40,580,0
189.0,Unknown,1997-98,1998-01-14,0,MANU vs. DEN,"42.982923, -71.446094",184.0,194.0,46,Right Side Center(RC),24+ ft.,shot - 3,2,Penalty Spot,6,54,414,0
447.0,Manchester United,1997-98,1998-01-14,0,MANU vs. DEN,"42.982923, -71.446094",3.0,61.0,26,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,9,20,560,0
459.0,Manchester United,1997-98,1998-01-14,0,MANU vs. DEN,"42.982923, -71.446094",-16.0,72.0,27,Center(C),Less Than 8 ft.,shot - 44,4,Goal Line,8,29,509,1
114.0,Manchester United,1997-98,1998-01-17,0,MANU vs. MIA,"42.982923, -71.446094",-10.0,259.0,45,Center(C),24+ ft.,shot - 3,1,Penalty Spot,1,19,79,1
147.0,Manchester United,1997-98,1998-01-17,0,MANU vs. MIA,"42.982923, -71.446094",72.0,85.0,31,Right Side(R),8-16 ft.,shot - 3,2,Goal Line,9,42,582,1
420.0,Manchester United,1997-98,1998-01-17,0,MANU vs. MIA,"42.982923, -71.446094",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 1,4,Goal Area,8,26,506,1
107.0,Manchester United,1997-98,1998-01-19,0,MANU vs. ORL,"42.982923, -71.446094",126.0,0.0,32,Right Side(R),8-16 ft.,shot - 25,1,Mid Range,1,28,88,0
121.0,Manchester United,1997-98,1998-01-19,0,MANU vs. ORL,"42.982923, -71.446094",-190.0,40.0,39,Left Side(L),16-24 ft.,shot - 3,1,Mid Range,0,7,7,1
,Manchester United,1997-98,1998-01-21,0,MANU @ PHX,"33.552026, -112.071667",162.0,66.0,37,Right Side(R),16-24 ft.,shot - 10,1,Mid Range,4,58,298,0
103.0,Manchester United,1997-98,1998-01-21,0,MANU @ PHX,"33.552026, -112.071667",-40.0,242.0,44,Center(C),24+ ft.,shot - 9,1,Penalty Spot,1,49,109,0
,Manchester United,1997-98,1998-01-21,0,MANU @ PHX,"33.552026, -112.071667",0.0,147.0,34,Unknown,8-16 ft.,shot - 35,3,Mid Range,1,35,95,1
210.0,Manchester United,1997-98,1998-01-24,0,MANU @ SEA,"47.633181, -122.308343",147.0,214.0,45,Right Side Center(RC),24+ ft.,shot - 3,2,Penalty Spot,4,17,257,0
361.0,Manchester United,1997-98,1998-01-24,0,MANU @ SEA,"47.633181, -122.308343",72.0,42.0,28,Right Side(R),8-16 ft.,shot - 35,3,Goal Line,2,40,160,0
457.0,Manchester United,1997-98,1998-01-24,0,MANU @ SEA,"47.633181, -122.308343",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,5,5,305,1
74.0,Manchester United,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",40.0,76.0,28,Center(C),8-16 ft.,shot - 51,1,Goal Line,3,45,225,1
116.0,Manchester United,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",136.0,231.0,46,Right Side Center(RC),24+ ft.,shot - 3,1,Penalty Spot,0,26,26,0
148.0,Manchester United,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Unknown,9,59,599,0
157.0,Manchester United,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,9,19,559,1
216.0,Unknown,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,3,56,236,1
347.0,Manchester United,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",-18.0,257.0,45,Center(C),24+ ft.,shot - 39,3,Penalty Spot,5,14,314,0
454.0,Manchester United,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",126.0,63.0,34,Unknown,8-16 ft.,shot - 44,4,Unknown,6,40,400,1
495.0,Unknown,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",141.0,224.0,46,Right Side Center(RC),24+ ft.,shot - 36,4,Penalty Spot,3,2,182,0
513.0,Manchester United,1997-98,1998-01-28,0,MANU vs. NJN,"42.982923, -71.446094",-42.0,119.0,32,Center(C),8-16 ft.,shot - 11,4,Goal Line,1,34,94,0
84.0,Manchester United,1997-98,1998-01-30,0,MANU vs. MIN,"42.982923, -71.446094",-143.0,-5.0,34,Left Side(L),8-16 ft.,shot - 3,1,Mid Range,4,15,255,0
200.0,Manchester United,1997-98,1998-01-30,0,MANU vs. MIN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,2,Goal Area,6,19,379,1
,Unknown,1997-98,1998-01-30,0,MANU vs. MIN,"42.982923, -71.446094",-111.0,237.0,46,Left Side Center(LC),24+ ft.,shot - 37,3,Penalty Spot,7,8,428,1
444.0,Manchester United,1997-98,1998-01-30,0,MANU vs. MIN,"42.982923, -71.446094",29.0,261.0,46,Center(C),24+ ft.,shot - 3,4,Penalty Spot,10,20,620,1
164.0,Manchester United,1997-98,1998-02-01,0,MANU vs. CHI,"42.982923, -71.446094",-145.0,3.0,34,Left Side(L),8-16 ft.,shot - 30,2,Mid Range,7,30,450,0
245.0,Manchester United,1997-98,1998-02-01,0,MANU vs. CHI,"42.982923, -71.446094",14.0,257.0,45,Center(C),24+ ft.,shot - 15,2,Penalty Spot,0,31,31,1
295.0,Manchester United,1997-98,1998-02-01,0,MANU vs. CHI,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 12,3,Goal Area,6,23,383,1
312.0,Manchester United,1997-98,1998-02-01,0,MANU vs. CHI,"42.982923, -71.446094",-115.0,233.0,45,Left Side Center(LC),24+ ft.,shot - 34,3,Penalty Spot,4,6,246,0
336.0,Manchester United,1997-98,1998-02-01,0,MANU vs. CHI,"42.982923, -71.446094",-177.0,5.0,37,Left Side(L),Unknown,shot - 36,3,Mid Range,1,35,95,0
356.0,Manchester United,1997-98,1998-02-01,0,MANU vs. CHI,"42.982923, -71.446094",-8.0,282.0,48,Center(C),24+ ft.,shot - 3,3,Penalty Spot,0,37,37,0
441.0,Manchester United,1997-98,1998-02-01,0,MANU vs. CHI,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,5,19,319,1
118.0,Manchester United,1997-98,1998-02-04,0,MANU vs. POR,"42.982923, -71.446094",-115.0,231.0,45,Left Side Center(LC),24+ ft.,shot - 25,1,Penalty Spot,1,13,73,1
178.0,Manchester United,1997-98,1998-02-04,0,MANU vs. POR,"42.982923, -71.446094",-53.0,72.0,28,Unknown,8-16 ft.,shot - 32,2,Goal Line,7,24,444,0
363.0,Manchester United,1997-98,1998-02-04,0,Unknown,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Unknown,1,43,103,0
426.0,Manchester United,1997-98,1998-02-04,0,MANU vs. POR,"42.982923, -71.446094",18.0,57.0,25,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,8,57,537,1
82.0,Manchester United,1997-98,1998-02-10,0,MANU @ POR,"45.539131, -122.651648",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,4,14,254,1
165.0,Manchester United,1997-98,1998-02-10,0,MANU @ POR,"45.539131, -122.651648",177.0,55.0,38,Right Side(R),16-24 ft.,shot - 36,2,Mid Range,8,34,514,0
421.0,Manchester United,1997-98,1998-02-10,0,MANU @ POR,"45.539131, -122.651648",-96.0,192.0,41,Left Side Center(LC),16-24 ft.,shot - 3,4,Mid Range,10,53,653,0
,Manchester United,1997-98,1998-02-10,0,MANU @ POR,"45.539131, -122.651648",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,2,2,122,0
342.0,Manchester United,1997-98,1998-02-11,0,MANU vs. GSW,"42.982923, -71.446094",81.0,136.0,35,Right Side(R),8-16 ft.,shot - 21,3,Mid Range,1,37,97,0
351.0,Manchester United,1997-98,1998-02-11,0,MANU vs. GSW,"42.982923, -71.446094",-130.0,-10.0,33,Left Side(L),8-16 ft.,shot - 39,3,Mid Range,0,59,59,0
474.0,Manchester United,1997-98,1998-02-11,0,MANU vs. GSW,"42.982923, -71.446094",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 12,4,Goal Area,3,7,187,1
492.0,Manchester United,1997-98,1998-02-11,0,MANU vs. GSW,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 12,4,Goal Area,1,2,62,1
173.0,Manchester United,1997-98,1998-02-13,0,MANU vs. SEA,"42.982923, -71.446094",113.0,233.0,45,Right Side Center(RC),24+ ft.,shot - 41,2,Penalty Spot,7,43,463,0
226.0,Manchester United,1997-98,1998-02-13,0,MANU vs. SEA,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,2,49,169,0
363.0,Manchester United,1997-98,1998-02-13,0,MANU vs. SEA,"42.982923, -71.446094",-104.0,136.0,37,Left Side Center(LC),16-24 ft.,shot - 23,3,Mid Range,0,19,19,0
545.0,Manchester United,1997-98,1998-02-13,0,MANU vs. SEA,"42.982923, -71.446094",68.0,23.0,27,Center(C),Less Than 8 ft.,shot - 44,5,Goal Line,0,16,16,1
405.0,Manchester United,1997-98,1998-02-15,0,MANU vs. HOU,"42.982923, -71.446094",-27.0,57.0,26,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,8,29,509,0
,Manchester United,1997-98,1998-02-18,0,MANU @ PHX,"33.552026, -112.071667",-31.0,16.0,23,Center(C),Less Than 8 ft.,shot - 3,1,Goal Area,2,23,143,1
389.0,Manchester United,1997-98,1998-02-18,0,MANU @ PHX,"33.552026, -112.071667",72.0,31.0,27,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,9,4,544,0
503.0,Manchester United,1997-98,1998-02-18,0,MANU @ PHX,"33.552026, -112.071667",-160.0,396.0,62,Left Side Center(LC),24+ ft.,shot - 3,4,Penalty Spot,0,0,0,0
78.0,Manchester United,1997-98,1998-02-19,0,MANU vs. DEN,"42.982923, -71.446094",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 1,1,Goal Area,3,33,213,1
219.0,Manchester United,1997-98,1998-02-19,0,MANU vs. DEN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 12,2,Goal Area,0,35,35,1
342.0,Manchester United,1997-98,1998-02-19,0,MANU vs. DEN,"42.982923, -71.446094",-27.0,70.0,27,Center(C),Less Than 8 ft.,shot - 1,3,Goal Line,1,48,108,0
386.0,Manchester United,1997-98,1998-02-19,0,MANU vs. DEN,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,10,53,653,1
435.0,Manchester United,1997-98,1998-02-19,0,MANU vs. DEN,"42.982923, -71.446094",0.0,203.0,40,Center(C),16-24 ft.,shot - 3,4,Mid Range,7,22,442,1
71.0,Manchester United,1997-98,1998-02-22,0,MANU @ ORL,"28.549237, -81.372780",-134.0,100.0,36,Left Side Center(LC),16-24 ft.,shot - 3,1,Mid Range,3,42,222,0
124.0,Unknown,1997-98,1998-02-22,0,MANU @ ORL,"28.549237, -81.372780",23.0,23.0,23,Center(C),Less Than 8 ft.,shot - 44,2,Goal Area,10,30,630,1
424.0,Manchester United,1997-98,1998-02-22,0,MANU @ ORL,"28.549237, -81.372780",115.0,216.0,44,Right Side Center(RC),24+ ft.,shot - 24,4,Penalty Spot,4,38,278,1
309.0,Manchester United,1997-98,1998-02-24,0,MANU @ MIL,"43.062206, -87.944754",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,4,1,241,1
319.0,Unknown,1997-98,1998-02-24,0,MANU @ MIL,"43.062206, -87.944754",-91.0,130.0,35,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,2,57,177,0
347.0,Manchester United,1997-98,1998-02-24,0,MANU @ MIL,"43.062206, -87.944754",190.0,44.0,39,Right Side(R),16-24 ft.,shot - 3,3,Mid Range,0,37,37,0
351.0,Manchester United,1997-98,1998-02-24,0,MANU @ MIL,"43.062206, -87.944754",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,3,Goal Area,0,22,22,0
363.0,Manchester United,1997-98,1998-02-24,0,MANU @ MIL,"43.062206, -87.944754",205.0,151.0,45,Right Side Center(RC),24+ ft.,shot - 3,4,Penalty Spot,11,12,672,1
67.0,Manchester United,1997-98,1998-02-25,0,MANU @ IND,"40.361408, -86.186052",-68.0,44.0,28,Left Side(L),8-16 ft.,shot - 3,1,Goal Line,4,52,292,0
329.0,Manchester United,1997-98,1998-02-25,0,MANU @ IND,"40.361408, -86.186052",23.0,12.0,22,Center(C),Less Than 8 ft.,shot - 5,3,Goal Area,3,10,190,0
128.0,Manchester United,1997-98,1998-02-27,0,MANU @ MIN,"46.667324, -94.419250",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 1,2,Goal Area,11,28,688,1
357.0,Manchester United,1997-98,1998-02-27,0,MANU @ MIN,"46.667324, -94.419250",-57.0,104.0,31,Center(C),8-16 ft.,shot - 44,4,Goal Line,11,35,695,1
,Manchester United,1997-98,1998-02-27,0,MANU @ MIN,"46.667324, -94.419250",-124.0,158.0,40,Left Side Center(LC),Unknown,shot - 3,4,Mid Range,9,36,576,0
136.0,Manchester United,1997-98,1998-03-01,0,MANU @ NYK,"40.708999, -73.872430",130.0,-18.0,33,Right Side(R),8-16 ft.,shot - 10,2,Mid Range,10,24,624,0
183.0,Manchester United,1997-98,1998-03-01,0,MANU @ NYK,"40.708999, -73.872430",78.0,259.0,47,Center(C),24+ ft.,shot - 3,2,Penalty Spot,5,21,321,1
189.0,Manchester United,1997-98,1998-03-01,0,MANU @ NYK,"40.708999, -73.872430",175.0,179.0,45,Right Side Center(RC),24+ ft.,shot - 3,2,Penalty Spot,4,25,265,0
221.0,Manchester United,1997-98,1998-03-01,0,MANU @ NYK,"40.708999, -73.872430",130.0,38.0,33,Right Side(R),8-16 ft.,shot - 3,2,Mid Range,0,39,39,1
340.0,Manchester United,1997-98,1998-03-01,0,MANU @ NYK,"40.708999, -73.872430",-51.0,139.0,34,Center(C),8-16 ft.,shot - 3,3,Mid Range,0,33,33,0
393.0,Unknown,1997-98,1998-03-01,0,MANU @ NYK,"40.708999, -73.872430",-158.0,201.0,45,Left Side Center(LC),24+ ft.,shot - 39,4,Penalty Spot,6,49,409,0
315.0,Manchester United,1997-98,1998-03-02,0,MANU @ WAS,"38.919619, -77.015211",106.0,12.0,30,Right Side(R),8-16 ft.,shot - 3,3,Mid Range,2,24,144,1
329.0,Manchester United,1997-98,1998-03-02,0,MANU @ WAS,"38.919619, -77.015211",108.0,16.0,30,Right Side(R),8-16 ft.,shot - 44,3,Mid Range,0,51,51,1
102.0,Manchester United,1997-98,1998-03-04,0,MANU vs. IND,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 39,1,Goal Area,0,39,39,1
350.0,Manchester United,1997-98,1998-03-04,0,MANU vs. IND,"42.982923, -71.446094",-83.0,53.0,29,Left Side(L),8-16 ft.,shot - 3,3,Mid Range,2,48,168,0
365.0,Manchester United,1997-98,1998-03-04,0,MANU vs. IND,"42.982923, -71.446094",184.0,104.0,41,Right Side(R),16-24 ft.,shot - 31,3,Mid Range,1,50,110,1
335.0,Manchester United,1997-98,1998-03-08,0,MANU vs. DET,"42.982923, -71.446094",85.0,263.0,47,Center(C),24+ ft.,shot - 9,3,Penalty Spot,0,34,34,0
,Manchester United,1997-98,1998-03-11,0,MANU vs. POR,"42.982923, -71.446094",126.0,220.0,45,Unknown,24+ ft.,shot - 19,1,Penalty Spot,1,39,99,0
142.0,Manchester United,1997-98,1998-03-11,0,MANU vs. POR,"42.982923, -71.446094",-42.0,66.0,27,Center(C),Less Than 8 ft.,shot - 3,1,Goal Line,0,4,4,0
162.0,Manchester United,1997-98,1998-03-11,0,MANU vs. POR,"42.982923, -71.446094",-3.0,44.0,24,Center(C),Less Than 8 ft.,shot - 3,2,Goal Line,10,57,657,0
384.0,Manchester United,1997-98,1998-03-11,0,MANU vs. POR,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,0,39,39,1
389.0,Manchester United,1997-98,1998-03-11,0,MANU vs. POR,"42.982923, -71.446094",-44.0,282.0,48,Center(C),24+ ft.,shot - 3,3,Penalty Spot,0,0,0,1
413.0,Manchester United,1997-98,1998-03-11,0,MANU vs. POR,"42.982923, -71.446094",-145.0,119.0,38,Left Side Center(LC),16-24 ft.,shot - 36,4,Mid Range,9,8,548,0
115.0,Manchester United,1997-98,1998-03-12,0,MANU @ LAC,"34.189593, -118.471724",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,0,3,3,0
138.0,Manchester United,1997-98,1998-03-12,0,MANU @ LAC,"34.189593, -118.471724",-42.0,40.0,25,Center(C),Less Than 8 ft.,shot - 3,2,Unknown,10,30,630,0
142.0,Manchester United,1997-98,1998-03-12,0,MANU @ LAC,"34.189593, -118.471724",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 39,2,Goal Area,10,19,619,0
298.0,Manchester United,1997-98,1998-03-12,0,MANU @ LAC,"34.189593, -118.471724",-212.0,46.0,41,Left Side(L),Unknown,shot - 3,3,Mid Range,6,19,379,0
310.0,Manchester United,1997-98,1998-03-12,0,MANU @ LAC,"34.189593, -118.471724",-212.0,149.0,45,Left Side Center(LC),Unknown,shot - 12,3,Penalty Spot,4,37,277,0
318.0,Unknown,1997-98,1998-03-15,0,MANU @ VAN,"49.250068, -123.114646",-3.0,55.0,25,Center(C),Less Than 8 ft.,shot - 3,3,Goal Line,2,19,139,1
320.0,Manchester United,1997-98,1998-03-15,0,MANU @ VAN,"49.250068, -123.114646",16.0,8.0,21,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,1,46,106,0
328.0,Manchester United,1997-98,1998-03-15,0,MANU @ VAN,"49.250068, -123.114646",-1.0,0.0,20,Center(C),Less Than 8 ft.,shot - 56,3,Goal Area,0,41,41,1
373.0,Manchester United,1997-98,1998-03-15,0,MANU @ VAN,"49.250068, -123.114646",-14.0,8.0,21,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,7,42,462,1
414.0,Manchester United,1997-98,1998-03-16,0,MANU @ SEA,"47.633181, -122.308343",224.0,57.0,43,Right Side(R),Unknown,shot - 3,4,Right Corner,9,48,588,0
114.0,Manchester United,1997-98,1998-03-18,0,MANU vs. PHX,"42.982923, -71.446094",100.0,16.0,30,Unknown,8-16 ft.,shot - 28,1,Mid Range,0,32,32,0
191.0,Manchester United,1997-98,1998-03-18,0,MANU vs. PHX,"42.982923, -71.446094",23.0,57.0,26,Center(C),Less Than 8 ft.,shot - 3,2,Goal Line,5,42,342,0
206.0,Manchester United,1997-98,1998-03-18,0,MANU vs. PHX,"42.982923, -71.446094",-46.0,274.0,47,Unknown,24+ ft.,shot - 16,2,Penalty Spot,4,21,261,0
260.0,Manchester United,1997-98,1998-03-18,0,MANU vs. PHX,"42.982923, -71.446094",119.0,25.0,32,Right Side(R),8-16 ft.,shot - 3,2,Mid Range,0,1,1,0
452.0,Manchester United,1997-98,1998-03-18,0,MANU vs. PHX,"42.982923, -71.446094",20.0,261.0,46,Center(C),24+ ft.,shot - 24,4,Penalty Spot,5,47,347,0
236.0,Manchester United,1997-98,1998-03-22,0,MANU @ SAC,"38.567296, -121.456638",121.0,12.0,32,Right Side(R),8-16 ft.,shot - 46,2,Mid Range,0,22,22,1
390.0,Manchester United,1997-98,1998-03-22,0,MANU @ SAC,"38.567296, -121.456638",5.0,38.0,23,Center(C),Less Than 8 ft.,shot - 3,4,Unknown,10,0,600,0
394.0,Manchester United,1997-98,1998-03-22,0,MANU @ SAC,"38.567296, -121.456638",61.0,21.0,26,Center(C),Less Than 8 ft.,shot - 5,4,Goal Line,9,47,587,0
75.0,Manchester United,1997-98,1998-03-23,0,MANU @ DEN,"39.739968, -104.954013",-143.0,31.0,34,Left Side(L),8-16 ft.,shot - 3,1,Mid Range,2,0,120,0
88.0,Manchester United,1997-98,1998-03-23,0,MANU @ DEN,"39.739968, -104.954013",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,0,29,29,1
128.0,Unknown,1997-98,1998-03-23,0,MANU @ DEN,"39.739968, -104.954013",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,7,44,464,1
194.0,Manchester United,1997-98,1998-03-23,0,MANU @ DEN,"39.739968, -104.954013",-132.0,3.0,33,Left Side(L),8-16 ft.,shot - 9,2,Mid Range,0,40,40,1
333.0,Manchester United,1997-98,1998-03-23,0,MANU @ DEN,"39.739968, -104.954013",123.0,220.0,45,Right Side Center(RC),24+ ft.,shot - 3,4,Penalty Spot,6,38,398,1
351.0,Manchester United,1997-98,1998-03-23,0,MANU @ DEN,"39.739968, -104.954013",12.0,164.0,36,Center(C),16-24 ft.,shot - 3,4,Mid Range,5,0,300,0
92.0,Manchester United,1997-98,1998-03-25,0,MANU vs. SAC,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 12,1,Goal Area,2,51,171,1
124.0,Manchester United,1997-98,1998-03-25,0,MANU vs. SAC,"42.982923, -71.446094",29.0,61.0,26,Center(C),Less Than 8 ft.,shot - 3,2,Goal Line,10,55,655,0
379.0,Manchester United,1997-98,1998-03-25,0,MANU vs. SAC,"42.982923, -71.446094",-190.0,166.0,45,Left Side Center(LC),24+ ft.,shot - 47,4,Penalty Spot,8,57,537,0
419.0,Manchester United,1997-98,1998-03-25,0,Unknown,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,6,19,379,1
271.0,Manchester United,1997-98,1998-03-28,0,MANU @ UTA,"40.774891, -111.930790",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,3,Goal Area,6,46,406,0
333.0,Manchester United,1997-98,1998-03-28,0,MANU @ UTA,"40.774891, -111.930790",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,4,Goal Area,11,29,689,0
142.0,Manchester United,1997-98,1998-03-29,0,MANU vs. WAS,"42.982923, -71.446094",-124.0,8.0,32,Left Side(L),8-16 ft.,shot - 3,2,Mid Range,11,19,679,1
173.0,Manchester United,1997-98,1998-03-29,0,MANU vs. WAS,"42.982923, -71.446094",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,2,Goal Area,8,27,507,0
195.0,Manchester United,1997-98,1998-03-29,0,MANU vs. WAS,"42.982923, -71.446094",0.0,0.0,20,Unknown,Less Than 8 ft.,shot - 4,2,Unknown,5,56,356,1
241.0,Manchester United,1997-98,1998-03-29,0,MANU vs. WAS,"42.982923, -71.446094",1.0,53.0,25,Center(C),Less Than 8 ft.,shot - 44,2,Goal Line,1,18,78,1
244.0,Manchester United,1997-98,1998-03-29,0,MANU vs. WAS,"42.982923, -71.446094",141.0,220.0,46,Right Side Center(RC),24+ ft.,shot - 3,2,Penalty Spot,0,51,51,0
447.0,Manchester United,1997-98,1998-03-29,0,MANU vs. WAS,"42.982923, -71.446094",33.0,66.0,27,Center(C),Less Than 8 ft.,shot - 3,4,Goal Line,5,15,315,0
519.0,Manchester United,1997-98,1998-03-29,0,MANU vs. WAS,"42.982923, -71.446094",119.0,0.0,31,Right Side(R),Unknown,shot - 3,4,Mid Range,6,4,364,0
115.0,Unknown,1997-98,1998-03-31,0,MANU @ TOR,"43.717098, -79.395917",0.0,0.0,20,Center(C),Less Than 8 ft.,shot - 4,1,Goal Area,2,0,120,1
179.0,Manchester United,1997-98,1998-03-31,0,MANU @ TOR,"43.717098, -79.395917",132.0,209.0,44,Right Side Center(RC),24+ ft.,shot - 3,2,Penalty Spot,8,41,521,1
